"gebieden";"onderwerpen";"data_2000";"data_2001";"data_2002";"data_2003";"data_2004";"data_2005";"data_2006";"data_2007";"data_2008";"data_2009";"data_2010";"data_2011";"data_2012"
"Ekeren";"Aantal vrouwen 40-49 jaar";"1593";"1669";"1692";"1722";"1762";"1790";"1773";"1757";"1752";"1775";"1721";"1693";"1690"
"Ekeren";"Aantal vrouwen 50-59 jaar";"1309";"1323";"1344";"1361";"1394";"1411";"1472";"1457";"1493";"1512";"1554";"1580";"1591"
"Ekeren";"Aantal vrouwen 60-69 jaar";"1179";"1177";"1141";"1108";"1111";"1123";"1114";"1172";"1156";"1171";"1191";"1187";"1231"
"Ekeren";"Aantal vrouwen 70-79 jaar";"967";"1009";"1019";"1019";"1018";"1024";"1035";"1018";"999";"996";"997";"998";"958"
"Ekeren";"Aantal vrouwen 80-89 jaar";"355";"416";"450";"481";"495";"523";"528";"553";"586";"625";"627";"647";"655"
"Ekeren";"Aantal vrouwen 90+ jaar";"89";"90";"103";"109";"105";"109";"124";"104";"97";"102";"114";"117";"123"
"Ekeren";"Percentage 0 tem 9-jarigen";"12,3688953";"12,2206735";"11,9447806";"11,9557427";"11,602903";"11,6145159";"11,3080956";"11,3141126";"11,1681471";"11,0924221";"10,98378";"11,1057011";"10,9401936"
"Ekeren";"Percentage 10 tem 19-jarigen";"11,9114725";"11,9104357";"12,1106181";"12,2155528";"12,3510438";"12,3644155";"12,3744779";"12,2187068";"12,3688792";"12,2742564";"12,1870592";"11,9909703";"11,7844671"
"Ekeren";"Percentage 20 tem 29-jarigen";"11,5880423";"11,4518232";"11,200753";"10,7507615";"11,056357";"10,8467616";"11,0770461";"11,4032351";"11,2261751";"11,3889873";"11,6889986";"11,552762";"11,9303364"
"Ekeren";"Percentage 30 tem 39-jarigen";"16,1437878";"16,0199631";"15,826274";"15,5662068";"14,9314578";"14,4266393";"14,1428952";"13,635756";"13,3776726";"13,1196884";"12,7424189";"12,4513102";"12,2751182"
"Ekeren";"Percentage 40 tem 49-jarigen";"14,5959433";"14,963356";"15,2749765";"15,4094248";"15,6482394";"15,8728742";"15,7380254";"15,56526";"15,5425613";"15,5763102";"15,2283145";"15,1159703";"14,9803298"
"Ekeren";"Percentage 50 tem 59-jarigen";"11,8467865";"11,8429927";"11,9940836";"12,2782655";"12,3644835";"12,4804714";"12,7877011";"12,7980037";"13,042896";"13,1462465";"13,5049365";"13,7747875";"13,9150422"
"Ekeren";"Percentage 60 tem 69-jarigen";"10,4514162";"10,102963";"9,7351082";"9,5189034";"9,5735149";"9,6371022";"9,757398";"10,1644312";"10,0879347";"10,0478045";"10,2212623";"10,3399433";"10,7191796"
"Ekeren";"Percentage 70 tem 79-jarigen";"8,1319595";"8,1381233";"8,2560172";"8,2915248";"8,3146671";"8,3783422";"8,2600196";"8,3017691";"8,3024595";"8,2064448";"8,1893512";"8,2020184";"7,8636786"
"Ekeren";"Percentage 80 tem 89-jarigen";"2,4580696";"2,8371026";"3,1105733";"3,4402437";"3,5794284";"3,7494978";"3,8611926";"3,9971481";"4,2940678";"4,559136";"4,5398449";"4,7140581";"4,7915838"
"Ekeren";"Percentage 90+'ers";"0,503627";"0,5125669";"0,5468155";"0,5733739";"0,5779052";"0,62938";"0,6931485";"0,6015775";"0,5892068";"0,588704";"0,7140339";"0,7524788";"0,8000707"
"Ekeren";"Percentage mannen 0-9 jaar";"6,3438525";"6,2137494";"6,0328986";"6,1324135";"5,9403279";"5,9813418";"5,8562161";"5,7974244";"5,7001294";"5,661296";"5,5535966";"5,7055595";"5,6667993"
"Ekeren";"Percentage mannen 10-19 jaar";"6,0989696";"6,1732836";"6,2749316";"6,3115929";"6,3211182";"6,3205821";"6,2738825";"6,2831425";"6,3607553";"6,4182011";"6,3513752";"6,1924575";"6,0292623"
"Ekeren";"Percentage mannen 20-29 jaar";"5,9187728";"5,8000989";"5,674331";"5,5590396";"5,5908969";"5,3787439";"5,5896205";"5,7974244";"5,6421015";"5,6834278";"5,813646";"5,8117918";"6,0469434"
"Ekeren";"Percentage mannen 30-39 jaar";"8,0256896";"8,0122297";"7,910896";"7,691274";"7,4142102";"7,1285096";"6,9892473";"6,7955973";"6,7044592";"6,493449";"6,2015162";"5,9667139";"5,9187552"
"Ekeren";"Percentage mannen 40-49 jaar";"7,2355958";"7,459197";"7,6912734";"7,6957534";"7,7546815";"7,8828728";"7,8601262";"7,7358406";"7,7221801";"7,7195467";"7,6428068";"7,6221671";"7,5100561"
"Ekeren";"Percentage mannen 50-59 jaar";"5,7986416";"5,8945191";"5,9701493";"6,1816879";"6,1195233";"6,1822077";"6,247223";"6,3054231";"6,37861";"6,4536119";"6,6555007";"6,7811615";"6,8823763"
"Ekeren";"Percentage mannen 60-69 jaar";"5,0039274";"4,8109348";"4,6210389";"4,5556352";"4,5963623";"4,6243807";"4,8076069";"4,9418475";"4,9279114";"4,8645538";"4,9717913";"5,0858711";"5,2778146"
"Ekeren";"Percentage mannen 70-79 jaar";"3,6640022";"3,6014568";"3,6887634";"3,7269307";"3,7541439";"3,8075258";"3,6612459";"3,7654293";"3,8432353";"3,7978045";"3,7949577";"3,7845255";"3,6290501"
"Ekeren";"Percentage mannen 80-89 jaar";"0,8178164";"0,9666832";"1,0936309";"1,2856119";"1,3618851";"1,4149891";"1,5151515";"1,5329085";"1,6783467";"1,79267";"1,7762694";"1,8502125";"1,8963002"
"Ekeren";"Percentage mannen 90+ jaar";"0,0924086";"0,1079088";"0,0851598";"0,0851102";"0,1075172";"0,142838";"0,1421843";"0,13814";"0,1562291";"0,1372167";"0,2115656";"0,2345963";"0,2563763"
"Ekeren";"Percentage vrouwen 0-9 jaar";"6,0250427";"6,0069241";"5,911882";"5,8233292";"5,662575";"5,6331741";"5,4518795";"5,5166882";"5,4680177";"5,4311261";"5,4301834";"5,4001416";"5,2733943"
"Ekeren";"Percentage vrouwen 10-19 jaar";"5,8125029";"5,7371521";"5,8356864";"5,9039599";"6,0299256";"6,0438334";"6,1005954";"5,9355644";"6,0081239";"5,8560552";"5,8356841";"5,7985127";"5,7552049"
"Ekeren";"Percentage vrouwen 20-29 jaar";"5,6692695";"5,6517243";"5,5264219";"5,1917219";"5,4654601";"5,4680177";"5,4874256";"5,6058108";"5,5840736";"5,7055595";"5,8753526";"5,7409703";"5,883393"
"Ekeren";"Percentage vrouwen 30-39 jaar";"8,1180982";"8,0077335";"7,9153781";"7,8749328";"7,5172476";"7,2981297";"7,1536479";"6,8401586";"6,6732134";"6,6262394";"6,5409027";"6,4845963";"6,356363"
"Ekeren";"Percentage vrouwen 40-49 jaar";"7,3603475";"7,504159";"7,5837031";"7,7136714";"7,8935579";"7,9900013";"7,8778992";"7,8294194";"7,8203812";"7,8567635";"7,5855078";"7,4938031";"7,4702736"
"Ekeren";"Percentage vrouwen 50-59 jaar";"6,0481449";"5,9484735";"6,0239344";"6,0965777";"6,2449601";"6,2982636";"6,5404781";"6,4925805";"6,664286";"6,6926346";"6,8494358";"6,9936261";"7,0326659"
"Ekeren";"Percentage vrouwen 60-69 jaar";"5,4474888";"5,2920282";"5,1140693";"4,9632682";"4,9771526";"5,0127215";"4,9497912";"5,2225837";"5,1600232";"5,1832507";"5,2494711";"5,2540722";"5,441365"
"Ekeren";"Percentage vrouwen 70-79 jaar";"4,4679573";"4,5366665";"4,5672538";"4,5645942";"4,5605233";"4,5708164";"4,5987737";"4,5363397";"4,4592242";"4,4086402";"4,3943935";"4,4174929";"4,2346285"
"Ekeren";"Percentage vrouwen 80-89 jaar";"1,6402532";"1,8704195";"2,0169423";"2,1546318";"2,2175432";"2,3345088";"2,3460411";"2,4642396";"2,6157211";"2,766466";"2,7635755";"2,8638456";"2,8952836"
"Ekeren";"Percentage vrouwen 90+ jaar";"0,4112184";"0,4046581";"0,4616557";"0,4882638";"0,470388";"0,486542";"0,5509642";"0,4634375";"0,4329777";"0,4514873";"0,5024683";"0,5178824";"0,5436945"
"Ekeren";"Aantal Belgen";"20903";"21329";"21376";"21381";"21359";"21440";"21521";"21452";"21435";"21536";"21596";"21506";"21496"
"Ekeren";"Aantal vreemdelingen";"740";"912";"935";"943";"963";"963";"985";"989";"968";"1056";"1092";"1086";"1127"
"Ekeren";"Aantal EU'ers (EU15-landen)";"481";"507";"482";"493";"493";"496";"500";"509";"528";"534";"540";"547";"567"
"Ekeren";"Aantal nieuwe EU'ers";"23";"55";"43";"41";"40";"52";"47";"63";"90";"87";"107";"133";"154"
"Ekeren";"Aantal Europeanen buiten EU";"42";"74";"129";"116";"106";"92";"129";"104";"66";"99";"113";"73";"77"
"Ekeren";"Aantal Marokkanen";"6";"6";"7";"21";"22";"18";"11";"8";"6";"16";"15";"17";"19"
"Ekeren";"Aantal Turken";"23";"28";"23";"24";"28";"32";"24";"12";"13";"13";"20";"27";"23"
"Ekeren";"Rest AziÃ«";"62";"133";"115";"116";"131";"130";"121";"155";"140";"166";"155";"148";"140"
"Ekeren";"Rest Afrika";"14";"33";"48";"56";"64";"66";"61";"51";"48";"69";"72";"66";"63"
"Ekeren";"Amerika en OceaniÃ«";"80";"68";"84";"62";"63";"62";"70";"68";"43";"42";"48";"50";"52"
"Ekeren";"Aantal niet-EU'ers";"236";"350";"410";"409";"430";"415";"438";"417";"350";"435";"445";"406";"406"
"Ekeren";"Aantal vluchtelingen";"9";"8";"x";"14";"16";"15";"22";"19";"34";"30";"22";"25";"32"
"Ekeren";"Nationaliteit onbekend";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ekeren";"Percentage Belgen";"96,5808807";"95,899465";"95,8092421";"95,7758466";"95,6858704";"95,7014686";"95,6233893";"95,592888";"95,6791501";"95,325779";"95,1868829";"95,1929887";"95,0183442"
"Ekeren";"Percentage vreemdelingen";"3,4191193";"4,100535";"4,1907579";"4,2241534";"4,3141296";"4,2985314";"4,3766107";"4,407112";"4,3208499";"4,674221";"4,8131171";"4,8070113";"4,9816558"
"Ekeren";"Percentage EU15";"2,2224276";"2,2795738";"2,1603693";"2,2083856";"2,2085835";"2,2139892";"2,2216298";"2,2681699";"2,3568272";"2,3636686";"2,3801128";"2,421211";"2,5062989"
"Ekeren";"Percentage nieuwe EU";"0,1062699";"0,247291";"0,19273";"0,1836588";"0,1791954";"0,2321118";"0,2088332";"0,2807362";"0,4017319";"0,3850921";"0,471615";"0,588704";"0,6807232"
"Ekeren";"Percentage niet EU'ers";"1,0904218";"1,5736702";"1,8376586";"1,8321089";"1,9263507";"1,8524305";"1,9461477";"1,858206";"1,5622908";"1,9254603";"1,9613893";"1,7970963";"1,7946338"
"Ekeren";"Percentage Europa buiten EU";"0,1940581";"0,3327189";"0,5781901";"0,5196201";"0,4748678";"0,4106593";"0,5731805";"0,4634375";"0,2946034";"0,4382082";"0,4980606";"0,3231232";"0,3403616"
"Ekeren";"Percentage Marokkanen";"0,0277226";"0,0269772";"0,0313747";"0,0940692";"0,0985575";"0,0803464";"0,0488759";"0,035649";"0,0267821";"0,0708215";"0,0661142";"0,0752479";"0,0839853"
"Ekeren";"Percentage Turken";"0,1062699";"0,1258936";"0,1030882";"0,1075076";"0,1254368";"0,142838";"0,1066382";"0,0534736";"0,0580279";"0,0575425";"0,0881523";"0,1195113";"0,1016664"
"Ekeren";"Percentage Rest AziÃ«";"0,2864668";"0,5979947";"0,5154408";"0,5196201";"0,586865";"0,5802794";"0,5376344";"0,6907001";"0,6249163";"0,7347734";"0,6831805";"0,6550992";"0,6188392"
"Ekeren";"Percentage Rest Afrika";"0,064686";"0,1483746";"0,2151405";"0,2508511";"0,2867127";"0,2946034";"0,2710388";"0,2272626";"0,214257";"0,3054178";"0,3173484";"0,2921388";"0,2784777"
"Ekeren";"Percentage Amerika en OceaniÃ«";"0,3696345";"0,3057416";"0,3764959";"0,277728";"0,2822328";"0,2767486";"0,3110282";"0,3030168";"0,1919386";"0,1859065";"0,2115656";"0,2213173";"0,2298546"
"Ekeren";"Percentage vluchtelingen";"0,0415839";"0,0359696";"0,0179284";"0,0627128";"0,0716782";"0,0669553";"0,0977517";"0,0846665";"0,1517654";"0,1327904";"0,0969676";"0,1106586";"0,141449"
"Ekeren";"Percentage nationaliteit onbekend";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ekeren";"Aantal autochtonen";"?";"?";"?";"?";"20752";"20800";"20847";"20745";"20697";"20788";"20805";"20673";"20670"
"Ekeren";"Aantal nieuwe Belgen";"?";"?";"?";"?";"607";"640";"674";"706";"737";"748";"791";"833";"829"
"Ekeren";"Aantal allochtonen";"?";"?";"?";"?";"1570";"1603";"1659";"1696";"1706";"1804";"1883";"1919";"1953"
"Ekeren";"Aantal EU'ers (EU15)";"?";"?";"?";"?";"?";"?";"?";"650";"684";"685";"698";"717";"811"
"Ekeren";"Aantal nieuwe EU'ers";"?";"?";"?";"?";"?";"?";"?";"82";"114";"110";"131";"159";"177"
"Ekeren";"Aantal allochtonen niet EU";"?";"?";"?";"?";"?";"?";"?";"726";"673";"780";"828";"821";"965"
"Ekeren";"Aantal Europeanen buiten de EU";"?";"?";"?";"?";"?";"?";"?";"154";"153";"181";"192";"160";"220"
"Ekeren";"Aantal Marokkanen";"?";"?";"?";"?";"?";"?";"?";"44";"45";"60";"61";"73";"92"
"Ekeren";"Aantal Turken";"?";"?";"?";"?";"?";"?";"?";"59";"72";"70";"75";"92";"106"
"Ekeren";"Aantal rest AziÃ«";"?";"?";"?";"?";"?";"?";"?";"218";"200";"230";"229";"242";"268"
"Ekeren";"Aantal rest Afrika";"?";"?";"?";"?";"?";"?";"?";"92";"90";"108";"117";"116";"154"
"Ekeren";"Aantal Amerika en OceaniÃ«";"?";"?";"?";"?";"?";"?";"?";"106";"77";"80";"89";"89";"99"
"Ekeren";"Aantal vluchtelingen";"?";"?";"?";"?";"?";"?";"?";"53";"36";"51";"65";"49";"26"
"Ekeren";"Aantal etniciteit onbekend";"?";"?";"?";"?";"?";"?";"?";"237";"234";"229";"226";"222";"15"
"Ekeren";"Percentage autochtonen";"?";"?";"?";"?";"92,9665801";"92,8447083";"92,6286324";"92,4424045";"92,3849484";"92,0148725";"91,7004584";"91,5058428";"91,3671927"
"Ekeren";"Percentage nieuwe Belgen";"?";"?";"?";"?";"2,7192904";"2,8567603";"2,994757";"3,1460274";"3,289738";"3,3109065";"3,4864245";"3,6871459";"3,6644123"
"Ekeren";"Percentage allochtonen";"?";"?";"?";"?";"7,0334199";"7,1552917";"7,3713676";"7,5575955";"7,6150516";"7,9851275";"8,2995416";"8,4941572";"8,6328073"
"Ekeren";"Percentage EU'ers (EU15)";"?";"?";"?";"?";"?";"?";"?";"2,8964841";"3,0531625";"3,0320467";"3,0765162";"3,1736898";"3,5848473"
"Ekeren";"Percentage nieuwe EU'ers";"?";"?";"?";"?";"?";"?";"?";"0,3654026";"0,5088604";"0,486898";"0,5773977";"0,703789";"0,7823896"
"Ekeren";"Percentage allochtonen niet EU";"?";"?";"?";"?";"?";"?";"?";"3,2351499";"3,004062";"3,4525496";"3,6495063";"3,6340297";"4,2655704"
"Ekeren";"Percentage Europa buiten EU";"?";"?";"?";"?";"?";"?";"?";"0,6862439";"0,6829442";"0,8011686";"0,8462623";"0,7082153";"0,9724617"
"Ekeren";"Percentage Marokkanen";"?";"?";"?";"?";"?";"?";"?";"0,1960697";"0,200866";"0,2655807";"0,2688646";"0,3231232";"0,4066658"
"Ekeren";"Percentage Turken";"?";"?";"?";"?";"?";"?";"?";"0,2629116";"0,3213855";"0,3098442";"0,3305712";"0,4072238";"0,4685497"
"Ekeren";"Percentage Rest AziÃ«";"?";"?";"?";"?";"?";"?";"?";"0,9714362";"0,8927376";"1,0180595";"1,0093441";"1,0711756";"1,1846351"
"Ekeren";"Percentage rest Afrika";"?";"?";"?";"?";"?";"?";"?";"0,4099639";"0,4017319";"0,4780453";"0,5156911";"0,5134561";"0,6807232"
"Ekeren";"Percentage Amerika en OceaniÃ«";"?";"?";"?";"?";"?";"?";"?";"0,4723497";"0,343704";"0,3541076";"0,3922779";"0,3939448";"0,4376077"
"Ekeren";"Percentage vluchtelingen";"?";"?";"?";"?";"?";"?";"?";"0,2361749";"0,1606928";"0,2257436";"0,2864951";"0,2168909";"0,1149273"
"Ekeren";"Percentage etniciteit onbekend";"?";"?";"?";"?";"?";"?";"?";"1,0561027";"1,044503";"1,0136331";"0,9961213";"0,9826487";"0,0663042"
"Ekeren";"Aantal Noord-Europeanen";"?";"?";"?";"?";"?";"?";"?";"18";"18";"13";"16";"16";"16"
"Ekeren";"Aantal West-Europeanen";"?";"?";"?";"?";"?";"?";"?";"542";"563";"562";"572";"581";"663"
"Ekeren";"Aantal Zuid-Europeanen";"?";"?";"?";"?";"?";"?";"?";"100";"112";"117";"119";"131";"142"
"Ekeren";"Aantal Oost-Europeanen";"?";"?";"?";"?";"?";"?";"?";"237";"269";"297";"318";"323";"395"
"Ekeren";"Aantal West-Aziaten";"?";"?";"?";"?";"?";"?";"?";"145";"142";"153";"174";"185";"193"
"Ekeren";"Aantal Centraal-Aziaten";"?";"?";"?";"?";"?";"?";"?";"12";"5";"9";"12";"11";"9"
"Ekeren";"Aantal Zuid-Aziaten";"?";"?";"?";"?";"?";"?";"?";"30";"29";"42";"45";"41";"45"
"Ekeren";"Aantal Oost-Aziaten";"?";"?";"?";"?";"?";"?";"?";"107";"107";"117";"105";"115";"130"
"Ekeren";"Aantal Noord-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"68";"61";"78";"81";"94";"124"
"Ekeren";"Aantal West-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"40";"42";"44";"58";"57";"62"
"Ekeren";"Aantal Centraal-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"25";"25";"33";"23";"22";"37"
"Ekeren";"Aantal Zuid-Afrikanen (regio)";"?";"?";"?";"?";"?";"?";"?";"7";"5";"5";"6";"6";"7"
"Ekeren";"Aantal Oost-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"7";"6";"12";"14";"14";"16"
"Ekeren";"Aantal Noord-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"57";"34";"37";"44";"46";"45"
"Ekeren";"Aantal Zuid-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"49";"43";"42";"44";"41";"53"
"Ekeren";"Aantal OceaniÃ«rs";"?";"?";"?";"?";"?";"?";"?";"0";"0";"x";"x";"x";"x"
"Ekeren";"Percentage Noord-Europeanen";"?";"?";"?";"?";"?";"?";"?";"0,0802103";"0,0803464";"0,0575425";"0,0705219";"0,0708215";"0,0707245"
"Ekeren";"Percentage West-Europeanen";"?";"?";"?";"?";"?";"?";"?";"2,4152221";"2,5130563";"2,4876062";"2,5211566";"2,5717068";"2,9306458"
"Ekeren";"Percentage Zuid-Europeanen";"?";"?";"?";"?";"?";"?";"?";"0,4456129";"0,499933";"0,5178824";"0,5245063";"0,5798513";"0,6276798"
"Ekeren";"Percentage Oost-Europeanen";"?";"?";"?";"?";"?";"?";"?";"1,0561027";"1,200732";"1,3146246";"1,401622";"1,4297096";"1,7460107"
"Ekeren";"Percentage West-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,6461388";"0,6338437";"0,6772309";"0,7669252";"0,8188739";"0,8531141"
"Ekeren";"Percentage Centraal-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,0534736";"0,0223184";"0,0398371";"0,0528914";"0,0486898";"0,0397825"
"Ekeren";"Percentage Zuid-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,1336839";"0,1294469";"0,1859065";"0,1983427";"0,1814802";"0,1989126"
"Ekeren";"Percentage Oost-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,4768058";"0,4776146";"0,5178824";"0,4627997";"0,5090297";"0,5746364"
"Ekeren";"Percentage Noord-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,3030168";"0,272285";"0,345255";"0,3570169";"0,4160765";"0,5481148"
"Ekeren";"Percentage West-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,1782452";"0,1874749";"0,1947592";"0,2556417";"0,2523017";"0,2740574"
"Ekeren";"Percentage Centraal-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,1114032";"0,1115922";"0,1460694";"0,1013752";"0,0973796";"0,1635504"
"Ekeren";"Percentage Zuid-Afrikanen (regio)";"?";"?";"?";"?";"?";"?";"?";"0,0311929";"0,0223184";"0,0221317";"0,0264457";"0,0265581";"0,030942"
"Ekeren";"Percentage Oost-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,0311929";"0,0267821";"0,0531161";"0,0617066";"0,0619688";"0,0707245"
"Ekeren";"Percentage Noord-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"0,2539994";"0,1517654";"0,1637748";"0,1939351";"0,2036119";"0,1989126"
"Ekeren";"Percentage Zuid-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"0,2183503";"0,1919386";"0,1859065";"0,1939351";"0,1814802";"0,2342749"
"Ekeren";"Percentage OceaniÃ«rs";"?";"?";"?";"?";"?";"?";"?";"0";"0";"0,0044263";"0,0044076";"0,0088527";"0,0044203"
"Ekeren";"Aantal autochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20107"
"Ekeren";"Aantal allochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2516"
"Ekeren";"Aantal Noord-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20"
"Ekeren";"Aantal West-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"891"
"Ekeren";"Aantal Zuid-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"183"
"Ekeren";"Aantal Oost-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"446"
"Ekeren";"Aantal West-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"240"
"Ekeren";"Aantal Centraal-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9"
"Ekeren";"Aantal Zuid-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"57"
"Ekeren";"Aantal Oost-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171"
"Ekeren";"Aantal Noord-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"193"
"Ekeren";"Aantal West-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"79"
"Ekeren";"Aantal Centraal-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45"
"Ekeren";"Aantal Zuid-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12"
"Ekeren";"Aantal Oost-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24"
"Ekeren";"Aantal Noord-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48"
"Ekeren";"Aantal Zuid-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78"
"Ekeren";"Aantal OceaniÃ«rs (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"x"
"Ekeren";"Aantal allochtonen met onbekende herkomst (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19"
"Ekeren";"Percentage autochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88,8785749"
"Ekeren";"Percentage allochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11,1214251"
"Ekeren";"Percentage Noord-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0884056"
"Ekeren";"Percentage West-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,9384697"
"Ekeren";"Percentage Zuid-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,8089113"
"Ekeren";"Percentage Oost-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,971445"
"Ekeren";"Percentage West-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,0608673"
"Ekeren";"Percentage Centraal-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0397825"
"Ekeren";"Percentage Zuid-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,251956"
"Ekeren";"Percentage Oost-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,7558679"
"Ekeren";"Percentage Noord-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,8531141"
"Ekeren";"Percentage West-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,3492021"
"Ekeren";"Percentage Centraal-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,1989126"
"Ekeren";"Percentage Zuid-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0530434"
"Ekeren";"Percentage Oost-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,1060867"
"Ekeren";"Percentage Noord-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,2121735"
"Ekeren";"Percentage Zuid-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,3447819"
"Ekeren";"Aantal kinderen bij een gehuwd koppel";"?";"?";"?";"?";"4866";"4770";"4688";"4554";"4437";"4384";"4344";"4254";"4126"
"Ekeren";"Aantal kinderen bij een ongehuwd koppel";"?";"?";"?";"?";"637";"590";"684";"751";"870";"963";"1026";"1073";"1109"
"Ekeren";"Aantal kinderen in een eenoudergezin";"?";"?";"?";"?";"1269";"1330";"1336";"1344";"1321";"1314";"1290";"1303";"1323"
"Ekeren";"Aantal alleenstaanden";"?";"?";"?";"?";"2617";"2683";"2737";"2755";"2771";"2836";"2878";"2925";"2649"
